name,quantity,notes,final_price,original_price,discount,url
"RK Seeds Stylo Hamata Grass Seed , Grass Seeds , Fodder Seeds , Stylosanthes Hamata Seed,stylo grass seeds,cattle grass seeds ,grass seeds plantation",25.00 gm,25 Gm x 1 Qty,134,150,16,https://agribegri.com/products/rk-seeds--stylo-hamata-grass-seed--grass-seeds---fodder-seeds-.php
"RK Seeds Silk Cotton Tree Seeds , Malabar Semul , Indian Bombax , Kapok Tree , Silk Cotton , Red Cotton Tree , Red Silk Cotton seeds for plantation",100.00 gm,100 Gm x 1 Qty,270,400,130,https://agribegri.com/products/buy-silk-cotton-tree-seeds--shop-malabar-semul---kapok-tree.php
Funnel Pheromone Trap with Brinjal Lucin-O-Lure for (Leucinodes Orbonalis) Brinjal Fruit and Shoot Borer Insect.,10.00 set,Trap + Lure,717,1000,283,https://agribegri.com/products/funnel-trap-with-lucin-o-lure-combo-pack--funnel-trap-online.php
"RK Seeds Ashwagandha seeds , Withania somnifera seeds , Ashwagandha Indian Ginseng Plant Seeds ,Indian Ginseng seed,  Ashwagandha  seeds for planting",500.00 gm,500 Gm x 1 Qty,500,600,100,https://agribegri.com/products/shop-somnifera-seeds--buy-online-ashwagandha-seeds.php
"RK Seeds Pongam Oil Tree Seeds, Without Pod Pongamia Pinnata. Fast Germination",100.00 gm,100 Gm x 1 Qty,246,250,4,https://agribegri.com/products/rk-seeds-pongan-oil-tree-seeds---pod-pongamia-pinnata-.php
"Thanvi Oyster Mushroom Spawn Combo (Gray, Yellow, Pink, Blue) 200 Gm Each, Spreaded On Organic Waste",1.00 set,,1122,1500,378,https://agribegri.com/products/thanvi-oyster-mushroom-spawn-combo-grayyellow1pinkblue200-g-.php
"RK Seeds Grass seeds, Alfalfa seeds , Lucerne seeds, Medicago Sativa , Cattle grass seeds , Fodder, grass seeds, Kuthirai masal grass seeds",10.00 gm,10 Gm x 1 Qty,92,100,8,https://agribegri.com/products/rk-seeds-.php
"RK Seeds Casuarina equisetifolia , Australian Pine  , Casuarina  ,Australian Pine Tree,Choola Evergreen Tree seeds,Australian Whistling Pine seeds",10.00 gm,10 Gm x 1 Qty,135,150,15,https://agribegri.com/products/casuarina-equisetifolia-seeds--buy-australian-pine-seed.php
"Teakwood Seed Balls, Great Germination, Best Flowering Seeds.",200.00 no,100 Seed Balls x 2 Qty,858,1000,142,https://agribegri.com/products/teakwood-seed-balls-pack-of-100--teakwood-seed-balls.php
"White Sandal Seed Balls, made from a unique blend of seed And clay, peat free compost",200.00 no,100 Seed Balls x 2 Qty,858,1000,142,https://agribegri.com/products/white-sandal-seed-balls-pack-of-100--white-sandal-seed-balls.php
"AgniAstra Organic Liquid Pesticide for All Type of Plants, A Complete organic pesticide prepared with the Indian traditional methodology.",5.00 liter,1 Ltr x 5 Qty,1570,1600,30,https://agribegri.com/products/agniastra-organic-liquid-pesticide-for-all-type-of-plants.php
Jeevamrutham Organic Liquid Plant Growth Promoter. Which boosts the plant growth and gives good yield..,1.00 liter,1 Ltr x 1 Qty,410,450,40,https://agribegri.com/products/jeevamrutham-organic-liquid-plant-growth-promoter-1-ltr.php
"RK Seeds Subabul Tree Seeds , Subabul Fodder cattle Seed , Subabul , Safed Babool , Soundal , Fodder Seeds , Leucaena Leucocephala,River tamarind",1.00 kg,1 Kg x 1 Qty,490,750,260,https://agribegri.com/products/rk-seeds--subabul--leucaena-leucocephala--subabul-tree-seeds.php
"ROM Bio blight (Control of Foliar and Soil Borne Bacterial Diseases) , Containing Mixture Of Bacterial Antagonist, Control Borne Bacterial Diseases",2.00 kg,1 Kg x 2 Qty,939,1200,261,https://agribegri.com/products/rom-bioblight-1-kg--manufacturer-of-organic-fungicide-online-.php
"ROM Biomite (Specially for Mites Control), Effective For The Control Of The Mite Infestation In Crops",2.00 kg,1 Kg x 2 Qty,1067,1200,133,https://agribegri.com/products/rom-biomite-1-kg--shop-organic-pesticide-online-in-india.php
"ROM Grub Kill (Control Of Caterpillars And Grubs) , Effective For Control Of Hard-Bodies Insects, Useful For Paddy, Sugarcane, Pepper, cardamom.",2.00 kg,1 Kg x 2 Qty,1066,1200,134,https://agribegri.com/products/rom-grub-kill-1-kg--supplier-of-organic-pesticides.php
ROM Silica Solubliser Powder Bio Fertilizer (Silica Solubilising Bacterium),2.00 kg,1 Kg x 2 Qty,632,1000,368,https://agribegri.com/products/rom-silica-solubliser-1-kg--price-of-organic-fertilizer-online.php
"ROM Zinc Solubiliser (Bio Fertilizer), Used For The Better Growth Of Plants",2.00 kg,1 Kg x 2 Qty,632,1000,368,https://agribegri.com/products/rom-zinc-solubiliser--buy-zinc-solubiliser-organic-fertilizer.php
ROM Phosphobacterium (Phosphorus Solubilising Bacterium) Produces The Organic Acid,2.00 kg,1 Kg x 2 Qty,632,1000,368,https://agribegri.com/products/rom-phosphobacterium--buy-organic-fertilizer-online-.php
"ROM Azospirillum (Nitrogen Fixing Bacterium), Bio Fertilizer For All Crops, Used For Plant Growth And Soil Development",1.00 liter,1 Ltr x 1 Qty Liquid Form,875,1000,125,https://agribegri.com/products/rom-azospirillum--organic-fertilizer-online-in-india.php
"ROM Pseudomonas, Effective Controls Foliar Diseases And Certain Soil Borne Diseases.",1.00 liter,1 Ltr x 1 Qty,1670,1700,30,https://agribegri.com/products/rom--psuedomonas-1-litre.php
"ROM Tricho Bio fungicide (Trichoderma Viride) Liquid Form, CFU of 2 x 10^8 Per ml",2.00 liter,1 Ltr x 2 Qty,3306,3400,94,https://agribegri.com/products/rom---trichoderma-1-litre.php
"ROM Grub Kill (Control of Caterpillars and Grubs) Liquid, Best For Caterpillars, Borers, Ceetles",2.00 liter,1 Ltr x 1 Qty,3312,3400,88,https://agribegri.com/products/rom--grub-kill-1-litre.php
"ROM Azotobacter (Nitrogen Fixing Bacteria) For Promoting Growth And Yields, Fixing Atmospheric Nitrogen.",1.00 liter,1 Ltr x 1 Qty Liquid Form,875,1000,125,https://agribegri.com/products/rom---azotobacter-1-litre.php
ROM Phosphobacterium (Liquid Bio Fertilizer) For Producing The Organic Acid.,1.00 liter,1 Ltr x 1 Qty,875,1000,125,https://agribegri.com/products/rom--phosphobacterium-1-litre.php
ROM Zinc Solubiliser (Liquid Bio Fertilizer) For The Better Growth Of Plants,1.00 liter,1 Ltr x 1 Qty,993,1000,7,https://agribegri.com/products/rom--zinc-solubiliser-1-litre.php
ROM Silica Solubliser (Liquid Bio Fertilizer) Can Be Used On All Crops,1.00 liter,1 Ltr x 1 Qty,875,1000,125,https://agribegri.com/products/rom---silica-solubliser-1-litre.php
"EMPTOI Thrips BHP & Leaf miners Special, Certified By IFOAM For Vegetables.",500.00 ml,500 ML x 1 Qty,1210,1224,14,https://agribegri.com/products/emptoi-500-ml.php
Thyla N (Nitrogen) Yield Enhancer. Increase the chlorophyll content in the leaves leading to higher photosynthetic rate.,1.00 liter,1 Ltr x 1 Qty,550,620,70,https://agribegri.com/products/thyla-n-1-litre.php
"Thyla NPK Vegetable Growth Special, Nitrogen 8%, Phosphorus 8%, Potash 8%, Protein Hydrolysate 20%, Organic carbon less than 40%",1.00 liter,1 Ltr x 1 Qty,555,670,115,https://agribegri.com/products/thyla-npk-1-litre.php
Ponnim Organic Powerful Pesticide Pungam oil & Neem oil (combination of natural seed oils of Pongamia pinnata and Azadirachta indica),3.00 liter,1 Ltr x 3 Qty,2800,2850,50,https://agribegri.com/products/ponneem-organic-powerful-pesticide-pungam-oil--neem-oil-combina.php
"RK Seeds - Bottlebrush Trees Seeds, Callistemon Seeds, Ornamental Tree Seeds",50.00 gm,50 Gm x 1 Qty,346,350,4,https://agribegri.com/products/bottlebrush.php
"RK Seeds - Eucalyptus Seeds, Eucalyptus pellita Seeds, Red Mahogany",100.00 gm,100 Gm x 1 Qty,446,450,4,https://agribegri.com/products/eucalyptus-seeds.php
"RK Seeds - Tulsi Plant Seeds, Religious Tulsi Seeds , Ocimum Sanctum Seeds, Natural Tulsi Holy Indian Tulsi Plant Seeds, Indian Tulsi Basil Seeds",25.00 gm,25 Gm x 1 Qty,195,200,5,https://agribegri.com/products/tulsi-plant-seeds.php
"Potting Soil for All Indoor and Outdoor Plants, Bonsai Plants, Flower Plants and All Type of Plants",4.00 kg,2 Kg x 2 Qty,633,700,67,https://agribegri.com/products/potting-soil-for-all-indooroutdoor-plants-bonsai-plants-flower.php
Perlite For Hydroponics Container Growing Floriculture (Especially Roses)..,1.50 kg,500 Gm x 3 Qty,922,1050,128,https://agribegri.com/products/perlite-500g-pack.php
"Cocopeat Brick for Indoor, Outdoor, Home Gardening For All Types Of Plants Including Fruits, Flowers",1.30 kg,650 Gm x 2 Qty,415,450,35,https://agribegri.com/products/cocopeat--cocopeat-650g-brick--cocopeat-block.php
"Bokashi Bin 15 ltrs  Compost All Type Of Kitchen Waste In To Manure, Eco Friendly",2.00 no,,2900,,,https://agribegri.com/products/bokashi-bin-15-ltrs--compost-all-type-of-kitchen-waste.php
"Zeal Biologicals Killer Pesticide, Controls Chewing Pests And Borers , Unique Combination Seaweed Extracts Ecklonia Maxima And Sargassum Kelp",50.00 ml,5 ML x 10 Qty,1216,1500,284,https://agribegri.com/products/killer.php
"HUMUS-T is Soil Conditioner Formulated to Increase the Ability of Soil. It contains Humic Acids, Fulvic Acids and Natural Extracts.",500.00 ml,500 ML x 1 Qty,306,360,54,https://agribegri.com/products/humus-t-1-litre--buy-humic-acid-online--shop-humic-acid.php
"Nutrigold - Liquid Fertilizer, Bio-Active Microbial Fertilizer, For Increasing Ability Of Crops",1.00 liter,1 Ltr x 1 Qty,522,550,28,https://agribegri.com/products/nutrigold-1-litre--buy-liquid-fertilizer--organic-fertilizer.php
Seaweed Liquid (Nutri Sap) Organic Liquid Fertilizer. Effective and suitable for all plants,1.00 liter,1 Ltr x 1 Qty,1200,,,https://agribegri.com/products/seaweed-liquid--organic-liquid-fertilizer--seaweed-extract.php
"Seaweed Extract Soil Sanitization and Fertility, Enhances seed germination and crop yield.",2.00 kg,1 Kg x 2 Qty,1042,1100,58,https://agribegri.com/products/seaweed-extract--organic-fertilizer--shop-fertilizer-online.php
Hardwickia binata Seeds Natural Anjan Tree Seeds. Deciduous ornamental tree.,100.00 gm,100 Gm x 1 Qty,324,350,26,https://agribegri.com/products/hardwickia-binata-seed--anjan-tree-seed-100-gm.php
"Bio Metaz Metarhizium Anisopliae Bio Pesticide, Used To Control Of Insects.",3.00 liter,1 Ltr x 3 Qty,1999,2040,41,https://agribegri.com/products/bio-metaz-metarhizium-anisopliae-bio-pesticide-1-litre.php
"IMMUNO Flower Booster, Flower Stimulator, Boost Up The Immune System, Better Flower Enhancer.",500.00 ml,500 ML x 1 Qty,448,550,102,https://agribegri.com/products/immuno-500-ml.php
Seed Balls (Papaya Seed Balls) mixed with some nutritious binders,200.00 no,100 Seed Balls x 2 Qty,930,1000,70,https://agribegri.com/products/-papaya-seed-balls--seed-balls--.php
"Paspo Bacteria Stimulates Plant Growth And Increase Crop Yield, Protection Against Drought and Some Soil-Borne Diseases",4.00 kg,1 Kg x 4 Qty,1075,1120,45,https://agribegri.com/products/phospho-bacteria-for-to-increase-plant-growth-and-yield.php
"Azospirillum Bio Fertilizer, Nitrogen Fixing Bacteria, Helps In Improving Plant Vigour and soil health",4.00 kg,1 Kg x 4 Qty,1074,1120,46,https://agribegri.com/products/azospirillum-bio-fertilizer-1-kg--nitrogen-fixing-bacteria.php
Pioneer White Agathi Tree Seed - White Flower (Sesbania Grandifora) Natural Seeds,1500.00 gm,500 Gm x 3 Qty,1296,1500,204,https://agribegri.com/products/white--agathi-tree-seed-500g-white-flower.php
"Psidium Guajava Seeds (Guava Seeds) Koyya Seeds, Great Germination Quality.",500.00 gm,250 Gm x 2 Qty,490,500,10,https://agribegri.com/products/psidium-guajava-seeds-koyya-seeds-250-gm--guava-seed.php
"Pioneer Super Napier Grass Seed, mainly used for animal feeding (Cow, buffalo, Goat & Sheep)",500.00 gm,500 Gm x 1 Qty,975,1000,25,https://agribegri.com/products/super-napier-grass-seed-500-gm--napier-grass-seed.php
"Melia Dubia Seeds Malaivembu Tree Seed, Best to Sow seeds, High Germination",2.00 kg,1 Kg x 2 Qty,1655,1700,45,https://agribegri.com/products/melia-dubia-seeds-malaivembu-tree-seed-1-kg--malaivembu-tree.php
Panchagavya (Growth Promoter and Immunity Provider). organic product has the potential to play the role of promoting growth and providing immunity.,5.00 liter,1 Ltr x 5 Qty,1156,1200,44,https://agribegri.com/products/panchagavya-1-litre--best-quality-fertilizer.php
"Masti Cure Powder, Mineral Mixture For Prevention And Better Control Of Mastitis",300.00 gm,300 Gm x 1 Qty,578,850,272,https://agribegri.com/products/cattle-care-products--cattle-care--cattle-farming-.php
"Supermin Gold Methomin Powder , Mineral Mixture, For improved fertility And Increasing Milk Production",1.00 kg,1 Kg x 1 Qty,391,410,19,https://agribegri.com/products/methomin-powder--methomin-powder-online--cattle-care.php
"V Hume Acts as a Conditioner for the Soil and Bio-Stimulant for Plants , Improves Ph of soil and Increases Water Holding Capacity of Soil",1.00 liter,1 Ltr x 1 Qty,372,400,28,https://agribegri.com/products/v-hume-5-litre--plant-growth-promoter-.php
"Amish A Eco-Friendly Ant Repellent Bottle for Home, Garden, Kitchen and Wall Edges.",60.00 gm,20 Gm x 3 Qty,345,360,15,https://agribegri.com/products/ant-repellent-online--herbicide-online-.php
Natural Neem Oil Clean & Concentrate Cold Pressed Oil 300 PPM. 100% Organic and Water Soluble. For Gardening and Agriculture Use,250.00 ml,250 ML x 1 Qty,280,300,20,https://agribegri.com/products/pure-neem-oil-100-ml-.php
Ahaar Plant Nutrition For All Crops ( Liquid ) Best use For Vegetative Growth,1.00 liter,1 Ltr x 1 Qty,760,850,90,https://agribegri.com/products/ahaar-500-ml--plant-nutrition-online--plant-food-online-.php
"Neptune Hariyali-10 Knapsack Hand Operated Sprayer, Agriculture Sprayer, 16 Liter Tank Capacity",1.00 qty,,2358,3000,642,https://agribegri.com/products/buy-online-neptune-knapsack-sprayer-hariyali-10.php
"Neptune 2 Stroke 43 CC Engine Petrol Backpack Mist Blower 20 L Tank (MBD-20), Easy To Operate",1.00 qty,,11597,20000,8403,https://agribegri.com/products/buy-online-neptune-power-sprayer-mbd-14.php
JB KELP (Seaweed Extract Powder) Combination of Fresh Ascophyllum Nodosum Marine Plants,400.00 gm,100 Gm x 4 Qty,530,1160,630,https://agribegri.com/products/jb-kelp-seaweed-extract-powder-100gram4-buy-online.php
Agritone 4.5 Liquid Humic Acid. Increases root development and stimulates plant enzymes. Protects plant from Chlorosis.,5.00 liter,5 Ltr x 1 Qty,1889,2000,111,https://agribegri.com/products/agritone-45--liquid-humic-acid-potassium-humate-online.php
"NEPTUNE 43CC 2 Stroke Petrol Engine Brush Cutter with Wheels (BC-520W), Petrol Engine",1.00 qty,,14389,20000,5611,https://agribegri.com/products/brush-cutter-bc-520-w--brush-cutter-online.php
"Pressure Hose Pipe, Watering Pipe for Gardening (10 MM, 100 MTR), Excellent Quality, Never Go Bad In Heat, Sun, Rain, Dust",1.00 qty,,8443,9000,557,https://agribegri.com/products/pressure-hose-10mm-100-metre--best-quality-pressure-hoses.php
"Chilli Umang F1 Hybrid - Shine Brand Seed, Mirchi Ka Beej, Vegetable Seeds.",10.00 gm,10 Gm x 1 Qty,602,875,273,https://agribegri.com/products/buy-online-chilli-f1-umang-10-gm.php
Jaivizyme Nutrition Supplement Humic 6% and Fulvic 1% (Organic IMO Certified) Biostimulant For Various Vegetables,10.00 liter,500 ML x 20 Qty,3955,10800,6845,https://agribegri.com/products/jaivizyme-250-ml--nutrition-supplement--plant-nutrition-online.php
"Wealth Techno (Liquid Mineral Sapropel Fertilizer). Increases crop yield, Improves the size, quality, and taste of produce.",500.00 ml,500 ML x 1 Qty,1410,1550,140,https://agribegri.com/products/wealth-techno-250-ml-buy-online.php
Wealth Horti (Liquid Mineral Sapropel Fertilizer). Increases crop yield. Promotes deep root growth.,500.00 ml,500 ML x 1 Qty,1508,1550,42,https://agribegri.com/products/wealth-horti-250-ml-buy-online.php
"NEPTUNE 5 Layers Pressure Spray Hose Pipe for Irrigation (Orange), for Gardening Irrigation, Home, Bike, Car Wash (Orange)",1.00 qty,8.5 MM-50 MTR,4030,5900,1870,https://agribegri.com/products/pressure-hose-8-mm-100-meter-online--buy-pressure-hose-online.php
"Pushp Flowering Special For All Crops, Improves Flowering, Flower Colour, Uniformity",1.00 liter,1 Ltr x 1 Qty,800,850,50,https://agribegri.com/products/buy-online-pushp--flower-enhancer-.php
"VNR Sponge Gourd Alok F1 Hybrid Seeds, Gilki ke Beej, Very High Yielding, Best In Germination.",50.00 gm,50 Gm x 1 Qty,332,352,20,https://agribegri.com/products/buy-vnr-sponge-gourd-alok-seeds--buy-turai-ka-beej-online-india.php
"PI Industries HUMESOL Humic Acid 18% Fulvic Acid 1.5%, Aqueous Concentrated Solution, Improves Plant Metabolism, Nutrition's, Action On Soil And Plant",1.00 liter,1 Ltr x 1 Qty,1037,1366,329,https://agribegri.com/products/humesol-1-ltr-buy-online.php
"V Kure Bactericide & Fungicide Special, 100 % organic , Combination Of Eugenol, Thymol, potassium salts, cationic surface agent, sodium salts.",1.00 kg,1 Kg x 1 Qty,844,995,151,https://agribegri.com/products/buy-online-v-kure-bactericide-cum-fungicide.php
"Propen - Profenophos 50% EC Insecticide, Organophosphate Group, Non-Systemic Insecticide, Ovicidal Properties, Useful Against Red Spider Mite, Thrips",1.00 liter,1 Ltr x 1 Qty,651,1238,587,https://agribegri.com/products/propen-1-liter--insecticide-online--profenophos-online.php
"Strom+ Pendimethalin 30% EC Herbicide , Control Weeds Like Echinochloa Spp., Euphorbia Hirta, Amarnanthus Viridis, Portulaca Oleracea etc.",1.00 liter,1 Ltr x 1 Qty,499,826,327,https://agribegri.com/products/strom-1-liter--pendimethalin-online--buy-herbicide-online.php
"Geolife Tabsil (FA) Effervescent Orthosilicic Acid Tablets, Can Be Use With Any Pesticides Or Fungicide, Provide Immunity To Plant",200.00 gm,100 Gm x 2 Qty,571,1500,929,https://agribegri.com/products/geolife-tabsil-fa-effervescent-orthosilicic-acid-tablets-100-gm.php
Thyla MIX ( Enhance the Flowering and Reduce the Flower drop ). Increases Yield and Quality of Crop.,1.00 liter,1 Ltr x 1 Qty,579,700,121,https://agribegri.com/products/thyla-mix---plant-growth-promoter--supplier-of-pgr.php
"Navik Organics Vermicompost Organic Manure Greenvision Eco Organic Contains Nitrogen (N), Phosphorous (P), Potassium (K) and Micro Nutrients.",3.00 kg,1 Kg x 3 Qty,630,750,120,https://agribegri.com/products/vermicompost-organic-manure-greenvision-eco-organics--1-kg.php
"BACF Humus - Potassium Humate Plant Growth Promoter, Humic 80%, Fulvic Acid 5%, Ceavic 5%, Other 10%",5.00 kg,500 Gm x 10 Qty,1771,1850,79,https://agribegri.com/products/buy-potassium-humate-online--buy-humus-organic-fertilizer-online.php
"Multiplex Raise - Chlorantraniliprole 18.5% SC, Systemic and Contact Insecticide",20.00 ml,10 ML X 2 Qty,334,380,46,https://agribegri.com/products/buy-multiplex-raise-chlorantraniliprole-185-sc-online.php
"Imported Super Potassium Humate 98% Flakes, Humic Acid 70%, Fulvic 6%, PGR - Plant Growth Promoter (25 Kg Loose Bag)",25.00 kg,25 Kg X 1 Qty,2630,3329,699,https://agribegri.com/products/imported-humic-acid-70--super-potassium-humate-flakes-98-25-kg.php
"Ridge Gourd Stella F1 Hybrid - Shine Brand Seeds, Turai Ke Beej, Attractive green color",20.00 gm,10 Gm x 2 Qty,254,280,26,https://agribegri.com/products/buy-online-ridge-gourd--f1-stella----50-gm.php
SuperSaver (Silicon-Based Technical Penetrates and Spreader) Excellence Spreader,1.00 liter,1 Ltr x 1 Qty,907,1380,473,https://agribegri.com/products/buy-silicon-spreader-online--silicon-based-technical-penetrates.php
"ALBATA Royal Clear Mite NOCA, SATTVIK and KRUSHI Certified, Non Toxic, Eco friendly, Smell Free Agricultural and Domestic use.",1.00 liter,1 Ltr x 1 Qty,2995,4500,1505,https://agribegri.com/products/royal-clear-mite---250-ml-mites-special.php
"Urja Zucchini F1 Hybrid (Yellow Beauty), Vegetable Seeds, Excellent Quality.",50.00 gm,50 Gm x 1 Qty,1390,3000,1610,https://agribegri.com/products/urja-zucchini-f-1-hybrid-yellow-beauty-10-gm.php
"Green Raksha HDPE UV Treated ISO Vermi Compost Bed , UV Coated With Long Life, Made Up Of 5 Layers",1.00 qty,350 GSM,1305,2400,1095,https://agribegri.com/products/test-green-raksha.php
"Lions Mane Mushroom Spawn Seed. White, globe-shaped fungi that have long, shaggy spines.",350.00 gm,350 Gm x 1 Qty,704,850,146,https://agribegri.com/products/buy-lions-mane-mushroom-online--buy-lions-mane-mushroom-india.php
"Greeno Biotech HDPE 450 GSM Uv Treated ISO Material Vermi Compost Bed, Long Lasting Material, Durable And Easy To Install, Good Quality Of Material.",1.00 no,450 GSM,1573,2850,1277,https://agribegri.com/products/greeno_biotech_hdpe_450_gsm_uv_treated_iso_material_vermi_compost_bed.php
"Vanproz Ahaar Plant Nutrition For All Crops (Powder), Best For Vegetative Growth, Increase Nodulation.",200.00 gm,100 Gm x 2 Qty,420,440,20,https://agribegri.com/products/buy-plant-nutrition-online--buy-vegetable-growth-enhancer-online.php
"BACF ILEX Imidacloprid 30.5% SC Insecticide, Contact And Stomach Action, Best For Sucking Pest",100.00 ml,100 ML x 1 Qty,308,400,92,https://agribegri.com/products/yfuv.php
"Chilli F-1 Hybrid US - 327, Medium Tall Umbrella Type Plants, Green Fruits.",10.00 gm,10 Gm x 1 Qty,688,1725,1037,https://agribegri.com/products/urja-chilli-f-1-hybrid-chs-327-100gm--chilli-hybrid-seeds.php
"MAXSTIM Plant Growth Promoter For Enhancing Flower Setting, Fruit Size, Fruit Color",250.00 ml,250 ML x 1 Qty,750,800,50,https://agribegri.com/products/maxstim-100-ml--flower-booster-online--growth-enhancer.php
Bio Pesticide Pseudomonas Fluorescens For Controlling All The Fungal Disease,10.00 kg,1 Kg x 10 Qty,3100,3200,100,https://agribegri.com/products/bio-pesticide-pseudomonas-fluorescens--bio-pesticide.php
"Pioneer Agro Neem Oil Organic pesticide 1000 PPM, Work As Systemic In Many Plants",3.00 liter,1 Ltr x 3 Qty,1775,1950,175,https://agribegri.com/products/neem-oil-organic-pesticide-1-ltr--neem-oil-online--pesticide.php
"Ecofit Biostimulant, Clove Anti Stress (IMO Certified). Used in Crops : Paddy, Potato, Tomato, Grapes, Mango,Brinjal, Okra, Bitter Gourd, Pomegranate.",250.00 gm,250 Gm x 1 Qty,284,384,100,https://agribegri.com/products/ecofit-fungal-disease-special--organic-fungicide-online-in-india.php
"Grown Crop G Fight Dinotefuran 20% SG Insecticide, Systemic and Translaminar Action",1.00 kg,1 Kg x 1 Qty,2050,7000,4950,https://agribegri.com/products/buy-grown-crop-science-g-fight-dinotefuran-20-sg-insecticide-online.php
"UPL Metapro - Pymetrozine 50% Wg, Systemic Insecticide For Control Of BPH In Rice",500.00 gm,500 Gm x 1 Qty,1216,5372,4156,https://agribegri.com/products/buy-upl-metapro-pymetrozine-50-wg.php
"Portable Grass Cutter Trimmer Runs On 12 Volt DC Source, For Grass Cutting Light Weight And Easy To Use for Home Garden and Farm use",1.00 qty,With 12 Volt Battery,2595,3800,1205,https://agribegri.com/products/buy-portable-electric-grass-cutter-trimmer-runs-on-12-volt-online.php
"Black Dragon Gel (Humic Acid + Seaweed + Fulvic Acid) Natural Organic Fertilizer Containing Micro and Macro Nutrients, Suitable for all Crops",250.00 gm,250 Gm x 1 Qty,383,480,97,https://agribegri.com/products/black-dragon-power-gel-500-gm--best-plant-growth-promoter-online.php
"Neptune Hariyali-08 Knapsack Hand Operated Sprayer, Agriculture Sprayer, 16 Liter Tank Capacity",1.00 qty,,2012,3000,988,https://agribegri.com/products/buy-online-neptune-knapsack-sprayer-hariyali--08.php
"Humi-Pro 95 WSG Potassium Humate , Helps in White Root Development, Water Retention",1.00 kg,1 Kg x 1 Qty,967,1020,53,https://agribegri.com/products/potassium-humate-1-kg--supplier-of-potassium-humate-.php
"Neptune 2 In 1 Hand Cum Battery Operated Sprayer (16 Liter Tank Capacity) For Agriculture, Gardening Use, Color May Vary",1.00 qty,12 Volt X 8 Amp Model -21,3240,5500,2260,https://agribegri.com/products/buy-online-neptune-2-in-1-hand-cum-battery-operated-sprayer-bs-21-.php
VetMantra MMC - Mineral Mixture For Higher Growth And Milk Production,5.00 kg,5 Kg x 1 Qty,644,1067,423,https://agribegri.com/products/buy-mineral-mixture-for-cattle-online--cattle-care-products-.php
"Neemol - Greenpeace Neem Oil Extract Azadirachtin 10000 PPM, Natural Insecticide.",1.00 liter,1 Ltr x 1 Qty,937,1150,213,https://agribegri.com/products/neem-oil-extract-azadirachtin-10000-ppm-1-litre.php
"BACF Xon Plant Growth Promoter with NPK Bacteria, PGPR, Sea weed, Humic, Fermentation media with Contact and systemic action",2.00 liter,1 Ltr x 2 Qty,942,1180,238,https://agribegri.com/products/buy-bacf-xon-pgr--agribegricom--online-agro-store.php
"Green Garden Shade Net - Genuine 75% Shade,  UV Stabilized Material, Multipurpose Use.",1.00 no,3 x 10 Mtr,1068,1400,332,https://agribegri.com/products/green-garden-shade-net-3--10-mtrs---genuine-75-shademesh---hdp.php
Papaya Virus Special (Set of Immuno 500ml + Enviro 500ml + Cyto Plus 300ml),1.00 set,,1099,2150,1051,https://agribegri.com/products/buy-papaya-special--immuno--enviro--cyto-plus.php
"Agriventure Humitite - (Super Potassium Humate 98% Flakes, Humic Acid 70%, K2O 8 To 10%, Fulvic 6%) PGR - Best For All Plants",900.00 gm,900 Gm x 1 Qty,449,990,541,https://agribegri.com/products/humitite-super-potassium-humate-buy-online.php
"Geolife Natural Cab Anti Cracking and Anti Rotting , Combination Of Calcium And Boron In High Percentage , Advanced Nano Technology",150.00 gm,50 Gm x 3 Qty,721,795,74,https://agribegri.com/products/geolife-natural-cab-anti-cracking-and-anti-rotting---50-gms.php
"WESPA 80 - Wetting and Spreading Agent, Unique Silicon-based All Purpose Agricultural Spray Adjuvant",250.00 ml,250 ML x 1 Qty,340,380,40,https://agribegri.com/products/wespa-80-spreading-agent-and-wetting-agent--spreading-agent.php
"BACF Epee Emamectin Benzoate 1.5% + Fipronil 3.5% SC, Systemic and Contact Insecticides, Used For Chilli, Cotton, Cumin, Onion, Garlic, Vegetables.",100.00 ml,100 ML x 1 Qty,298,315,17,https://agribegri.com/products/buy-bacf-epee-emamectin-benzoate-15--fipronil-35-sc.php
"Eco Sticky Trap - A4 Size, Combo Of Yellow and Blue Sticky Trap For The Insects.",1.00 set,20 Yellow + 5 Blue,427,650,223,https://agribegri.com/products/buy-a4-size-blue-and-yellow-sticky-traps-online-agro-store.php
"Bayer Monsanto Roundup Glyphosate 41% SL, For Killing all Weeds Non-Selective",1.00 liter,1 Ltr x 1 Qty,538,795,257,https://agribegri.com/products/bayer-roundup-glyphsate-41-sl.php
"Thanvi Biotechnology Button Mushroom Spawn, Agaricus Bisporus, Contain Only Spawn, Best Quality",700.00 gm,350 Gm x 2 Qty,563,860,297,https://agribegri.com/products/button-mushroom--mushroom-seeds--button-mushroom-spawn.php
"Gibrax Phytozyme (Gibberellic Acid 0.001% L) Suitable For Drip, Foliar Spray",250.00 ml,250 ML x 1 Qty,286,310,24,https://agribegri.com/products/gibrax-phytozyme-gibberelic-acid-buy-online.php
"Stikker Plus (Silicone Based Spreader, Sticker and Penetrator), Based on Non Ionic Surfactants & Silicone Compounds",1.00 liter,250 ML x 4 Qty,947,1200,253,https://agribegri.com/products/buy-silicon-spreader-online--best-spreader-sticker--agro-store-1.php
